address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"Amharc Abhann, Knockhill, Ennis Road, Ennis Road, Co. Limerick",0,2,0,Houses,ennis-road-limerick,Limerick,"A Energy rating, Stylish and elegant kitchen, Fitted wardrobes in two bedrooms, Each home is wired for an intruder alarm, Air Source Heat Pump will be installed in all houses, Every home is covered by a 10 year Homebond warranty, This development qualifies for the Help to Buy and First Homes Scheme., Quality builders with a proven record at delivering excellent quality product, Very good mix of home types, Short walk to all the fantastic local amenities",0
"1 Bishop's Grove, Williamstown , Waterford City, Co. Waterford",0,4,0,Houses,waterford-city,Waterford,"One of only four luxury homes in this prestigious, private development, Brand new property set for completion January 2025, A2 Rated , 291sq m over three-storey residence featuring a garden and ample off-street parking, Generous kitchen and flooring allowances, 4 bedrooms, 3 Bathrooms",0
"Garrai na Gaoithe, Claregalway, Claregalway, Co. Galway",0,2,0,Houses,claregalway-galway,Galway,"New A Rated New Homes, Air to Water Heating, Two, three & four bedroom houses, Qualifies for Affordable Purchase Scheme, Qualifies for Help to Buy Scheme, Qualifies for First Home Scheme",0
"Water Rock Manor, Midleton, Midleton, Co. Cork",0,3,0,Houses,midleton-cork,Cork,,0
"Dargle Demesne, Powerscourt, Enniskerry, Co. Wicklow",0,3,0,Houses,enniskerry-wicklow,Wicklow,"Incredible Views the Sugar Load, Within Walking Distance to Enniskerry Village. , A Rated Homes, High-quality of sanitary ware and fittings by Villeroy and Boch, Gardens have been tastefully landscaped by Jane McCorkell, Vibrant community living. ",0
"Rosefield , Tipperary Town, Co. Tipperary",0,3,0,Houses,tipperary-town-tipperary,Tipperary,"A2 Rated BER, Highly efficient air to water heat pumps, Modern contemporary style kitchens, High Quality & Low maintenance finish, Every home is covered by a 10 year structural warranty, This development qualifies for the Help to Buy and First Homes Scheme., Short walk to all the fantastic local amenities",0
"Abbey Green, Kinsealy, Co. Dublin",0,3,0,Houses,kinsealy-dublin,Dublin,,0
"Kilbride Lodge, Kilbride Lodge, Castleknock Village, Castleknock, Dublin 15",0,1,0,Houses,castleknock-dublin,Dublin,,0
"Watersland , Kinsale, Co. Cork",0,5,0,Houses,kinsale-cork,Cork,"Architect designed, generous proportions of rooms, 5 bedrooms, three ensuite",0
"Cnoc na Ri, Kingscourt , Kingscourt, Co. Cavan",0,3,0,Houses,kingscourt-cavan,Cavan,"Great New Homes at a fraction of the neighbouring town's prices - €50,000 cheaper than Navan",0
"Johnstown Demesne, Enfield, Co. Meath",0,3,0,Houses,enfield-meath,Meath,,0
"Mariner's Point, Greenhill Road, Wicklow Town, Co. Wicklow",0,3,0,Houses,wicklow-town-wicklow,Wicklow,"3, 4 & 5 Bedroom Luxury Family Homes, Amazing Sea Views, High Quality Fixtures & Fittings, Easy access to road networks, Developed by Ardale, Walking distance to Wicklow Town, Air to Water Heating, A2 BER",0
"Newtown Manor, Ballindine, Co. Mayo",0,4,0,Houses,ballindine-mayo,Mayo,"A - rated Energy Efficient Homes, Concrete Built, Air to Water Heating System, Mechanical Ventilation System, Triple Glazed Passive Windows",0
"46a Saint Judes Court, Lifford, Ballindrait, Co. Donegal, F93K77F",179950,3,3,Detached,ballindrait-donegal,Donegal,"PVC double glazed windows, Large private site in quiet location, Close to all amenities, Private tarmac off-street driveway for 2-3 cars, Newly fenced and enclosed",2006
"7 Beachwalk, Seafield, Ballymoney, Gorey, Co. Wexford, Ballymoney, Co. Wexford, Y25VE09",750000,5,4,Detached,ballymoney-wexford,Wexford,,0
"6 Priory Grove, Kells, Co. Kilkenny, R95W974",440000,3,2,Detached,kells-kilkenny,Kilkenny,"OIL FIRED HEATING SYSTEM WITH NEW CONDENSING BOILER, FULLY UPGRADED WITH NO EXPENSE SPARED TO ACHIEVE THE DESIRED FINISH, CONSISTENTLY MAINTAINED BY OWNERS, IDEAL FAMILY HOME, POTENTIAL TO EXTEND FURTHER TO THE REAR, CLOSE TO ALL OF KILKENNY CITY AMENITIES , PROFESSIONALLY DECORATED AND HIGH SPECIFICATION FINISH THROUGHOUT , CHILD CARE FACILITIES NEARBY AND SHORT DRIVE TO SCHOOLS , PRIVATE AND ENCLOSED REAR GARDEN/NOT OVERLOOKED, CLOSE TO MOTORWAY ACCESS",2000
"Apartment 22, The Anchorage,Clarence Street,Dun Laoghaire,Co. Dublin, Monkstown, Co. Dublin, A96HD89",585000,2,2,Apartment,monkstown-dublin,Dublin,"Back on market after sale at €610k just fell through , Designated parking space , Spectacular views, Bright and spacious , Safe and secure ",0
"Pergola Cottage, Little Sugarloaf, Kilmacanoge, Kilmacanogue, Co. Wicklow, A98H362",525000,2,2,Detached,kilmacanogue-wicklow,Wicklow,"Charming two bedroom semi-detached cottage with stunning views and sun drenched patios, Renovated and extended to a high standard with BER C1, Perfectly located on the side of the Little Sugarloaf Mountain with the ideal south westerly orientation, Close to many amenities including Avoca Handweavers , Gas fired central heating, newly fitted combi boiler, Mains water, Septic Tank",1910
""Lough View", "Lough View", Saltpans, Rathmullan, Co. Donegal, F92PFX5",525000,4,4,Detached,rathmullan-donegal,Donegal,"Thermostats in each room., White doors with chrome door furniture., Triple glazed, patio double and Velux double glazed., A Rated Home., Heat recovery system., Air to water., Constant hot water and ambient temperature., InSinkErator.",0
"2 Glenview, Gorey Road, Carnew, Co. Wicklow, Y14T209",300000,3,2,Detached,carnew-wicklow,Wicklow,"Detached bungalow            , 3 Bedrooms and 2 Bathrooms, Living space extends to 120sqm/ 1292sqft, Exceptionally well presented , Extensive Gardens, Driveway providing ample off-street parking, Oil fired central heating, Located in sought after boutique development, 15 minute drive to Gorey and the M11, Within walking distance of Carnew village centre",2005
"51 Cremorne, Greenmount Road, Terenure, Dublin 6, Terenure, Dublin 6, D06F3A0",295000,1,1,Apartment,terenure-dublin,Dublin," Stylish one bedroom own door apartment presented in excellent decorative order throughout          , Located in this mature residential development in the heart of Dublin 6  , Completely private outlook to an open green area which is not overlooked, Close to an abundance of amenities at both Terenure and Rathgar villages, Public transport on the doorstep, easy access to M50, Electric storage heating  , Management fee €1425 per annum, Communal parking",0
"Apartment 22, East Courtyard, Tullyvale, Loughlinstown, Co. Dublin, D18A894",625000,3,2,Apartment,loughlinstown-dublin,Dublin,"3 bedroom penthouse           , Recently renovated , Spanning approx. 145 square meters, In excellent condition, Designated parking, Close to N11/M50, Convenient for Cabinteely/Shankill Villages, LUAS at Cherrywood a 5 minute walk. ",2003
"Newtown View, Saint Patricks Way, Newtown , Waterford City Centre, X91R7YX",595000,4,4,Detached,N/A,N/A,"Superb location immediate to Newtown School and a number of primary and secondary schools, Enclosed private garden to the rear with an enviable South Westerly aspect, C2 Energy Rating, Built by David Flynn Construction, Equidistant to University Hospital Ardkeen and Waterford City Centre, Private off street parking, Superb location immediate to Newtown School and a number of primary and secondary schools, Enclosed private garden to the rear with an enviable South Westerly aspect, C2 Energy Rating, Built by David Flynn Construction",1994
"516 South Circular Road, Rialto, Dublin 8, D08FWV8",595000,4,2,"End of Terrace",rialto-dublin,Dublin,"Superb investment opportunity, Original features, Superbly located close to the new Children`s Hospital, Gas fired central heating, Residents` car parking permit available, investment opportunity",1930
"Apartment 2 , The Stables, Distillery Lofts, Ballybough, Dublin 3, D03DR70",695000,3,2,Apartment,ballybough-dublin,Dublin,"Stunning bright and spacious first floor 3 bed loft apartment, Approx. 169 sq m / 1819 ft , South-facing orientation with panoramic views, Quiet development on the banks of the Tolka River, Dual vehicular access from Richmond Road and Distillery Road",2000
"21 Churchfields, Salthill, Galway City Centre, H91EKH2",595000,3,2,Detached,N/A,N/A,"OUTSTANDING LOCATION , SMALL DEVELOPMENT, WALKING DISTANCE TO PROMENADE , OIL FIRED CENTRAL HEATING , SUNNY REAR GARDEN",0
"14 Coach Road Manor, Balrothery, K32E785",460000,4,3,Semi-D,balbriggan-dublin,Dublin,"Spacious and modern layout, Excellent transport links, Large rear garden, Ample extra storage available, Parking available for two cars, Close to local amenities, Utility room for extra storage, Prime location, Beautiful quiet area",1997
"Leeson Street Upper, Dublin 4, Ballsbridge, Dublin 4, D04A9C4",1495000,4,4,Terrace,ballsbridge-dublin,Dublin,"Georgian home divided into a main residence and separate basement apartment , Investment opportunity with the basement apartment, GFCH, restored original features, fireplaces, floors, cornicing.",0
"1 Fernhill Court, Glebemount, Wicklow Town, Co. Wicklow, A67EP66",375000,3,2,Townhouse,wicklow-town-wicklow,Wicklow,"Three-bedroom townhouse in a cul de sac development., Small private west facing rear garden., Private off-street parking for two vehicles., Within walking distance of Wicklow Town Centre., Within close proximity to the N11 / M11 and only 60 mins from Dublin City Centre, Excellent public transport links to Dublin City Centre/Dublin Airpor, Within easy reach of Tesco, Costa Coffee, National Schools, Shops, Bars, Restaurants, Sports and Recreational Facilities in the locality.",2003
"Fairwinds, Lower Dunmore, Dunmore East, Co. Waterford, X91RX95",375000,3,1,Detached,dunmore-east-waterford,Waterford,"Charming holiday home in the heart of the Lower Village in Dunmore East , Private mature site with parking , Immediate access to beaches, scenic walks, cliff paths, wooded trails, sailing, tennis, sea swimming, fishing, kayaking and so much more, Oil Fired central heating D2 BER",1968
"22 Lios Caisil, Ballybrit, Ballybrit, Co. Galway, H91V5DD",360000,4,2,Semi-D,ballybrit-galway,Galway,"COMPLETE NEW MODERN KITCHEN, SHOWHOUSE CONDITION, SPACIOUS SUNNY REAR GARDEN, NEW FIREPLACE AND STOVE , TRIPLE GLAZING",1995
"Cullencastle, Tramore, Co. Waterford, X91H4X0",695000,5,4,Detached,tramore-waterford,Waterford,"Superb 5 bedroom detached home set on 0.67 acres minutes from Tramore town centre , Measuring c. 2,935 sq.ft,  Built in 1997, a farriers workshop was integrated into the property in 2008, Property is fully alarmed , Viewing is highly recommended",1997
"22 Hermitage Court, Rathfarnham, Dublin 14, D16F6W2",750000,4,3,Detached,N/A,N/A,"Spacious and detached home offering 123 sq. m. (1,324 sq. ft.) of accommodation., Gas-fired central heating., Off-street parking for 3 cars., Perfect location within  the prestigious Hermitage development, near parks, schools, shopping centres, and transport links. , Master bedroom ensuite. , Large rear garden",0
"13 St Mary`s Road, Ballsbridge, Dublin 4, D04R9W4",0,4,2,Semi-D,ballsbridge-dublin,Dublin,"Exclusive highly desirable tree lined road in the heart of Dublin 4, Former elegant and very handsome red brick period home, Sunny southerly aspect to the rear, Part completed extension and early-stage restoration works undertaken, Situated just off Baggot Street, Protected Structure (Reference: RPS_7729), PP Reference 2147/07 applies. Application for retention may be required, BER Exempt, Walking distance to Sandymount Merrion Square and St Stephen`s Green",0
"Ballyrisode, Goleen, Co. Cork, P81XV59",395000,1,1,Detached,goleen-cork,Cork,,0
"104 Iona Road, Dublin 9, Drumcondra, Dublin 9, D09T6N3",1050000,6,5,Terrace,drumcondra-dublin,Dublin,"Great Investment, Prime Location, High yield, Multi unit property, Spacious, sun filled apartments.",0
"26 Meadowbrook Lawns, Maynooth, Co. Kildare, W23N6C2",475000,4,3,Semi-D,maynooth-kildare,Kildare,"GFCH, Built approx. 2006, Gas Fired Central Heating Close to all amenities, Within easy reach of rail station &amp; University Campus, UPVC double glazed windows &amp; doors, Not overlooked to rear, Flooring, blinds, light fittings &amp; kitchen appliances included in sale",2005
"31 Elmfield Way, Clarehall, Dublin 13, D13P8N6",495000,3,2,Semi-D,clarehall-dublin,Dublin,"B rating, Sunny south east facing rear garden, Solid fuel burning stove , UPVC double glazed windows & bifold patio door, Off street parking for 2, Utility room, Gas fired central heating, Seeded lawn, Full width property extension to the rear of property,  Master en-suite",1996
"120 Tolka Estate, Glasnevin, Dublin 9, D11A9W7",575000,4,0,"End of Terrace",glasnevin-dublin,Dublin,"Spacious 4 bedroom home, Off Street Parking, Gas fired radiator central heating, Upvc double glazed windows, Walking distance to Botanic Gardens, Bon Secour Hospital and DCU, Easy access to M50 intersection, Dublin Airport and City Centre, No rent cap",1948
"21 Garringreen, Johnswell Road, Kilkenny, Co. Kilkenny, R95Y2DH",370000,4,2,Bungalow,kilkenny-kilkenny,Kilkenny,"Stunning South-Facing Rear Garden. A private space not overlooked, perfect for lively outdoor hosting and dining, Meticulously landscaped with stylish paving and lush, mature shrubbery, creating an inviting atmosphere, Practical Block Built Storage Shed, Recently Landscaped Front Driveway. A welcoming entrance to your home",0
"17 Gleann Iris, Killeens, Killeens, Co. Cork, T23XT6T",550000,4,4,Detached,killeens-cork,Cork,"Year of Construction: c.2018, Quality turn key family home, A3 Energy Rating, Over 2,000 sq.ft of accommodation, 4 bedrooms, 4 bathrooms, Tranquil setting, Close to all local amenities, Top quality fixtures and fittings throughout",2017
"4 Laurel Avenue, Ballinalee Road, Longford, N39C2V1",295000,5,4,Detached,N/A,N/A,,0
"Ballynabarney, Longwood, Co. Meath, A83RW53",525000,4,4,Detached,longwood-meath,Meath,"Fabulous traditional style property on Royal Canal Greenway, Property stands on c1 acre private gardens, Superbly extended to have 4 beds, 4 bath, 3 reception, Great interior layout with lovely mix of traditional & modern, Broadband, OFCH newly installed A+ Rated boiler (2023), A new installed Eco , septic tank Installed (2023), Property built c1899 & extended in 2005 & 2022, BER C1, potential A2, c.158sq.m",0
"Burrane Lower, Killimer, Killimer, Co. Clare, V15K240",295000,6,3,Detached,killimer-clare,Clare,"Delightful six-bed detached residence , Beautiful views of the Shannon Estuary, Large 0.54 acre elevated site with potential to be finished to the owners own taste, The property is in excellent condition, Oil fired central heating ststem, Substantial basement underneath with multiple purposes and ideal for storage, Folio Number: CE14280F",1997
