address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"3 Country Acres, Killeenavarra, Kinvara, Co. Galway, H91HH87",630000,5,4,Detached,kinvara-galway,Galway,"315 SQ.M   FAMILY HOME ON 1.6 ACRE SITE  , GORGEOUS GROUNDS, 2 KM FROM KINVARA VILLAGE ON ARDRAHAN ROAD  , 5 MINS TO VILLAGE CENTRE, GORGEOUS PRESENTATION",2001
"1 The Ropery, South Lotts Road, Ringsend, Dublin 4, D04H9V2",785000,3,2,"End of Terrace",ringsend-dublin,Dublin,"3 Bedroom 2 bathroom house, A3 energy rating, Presented in excellent decorative order, 2 South west facing terraces, Gas fired central heating, Solar PV panels, One designated car parking space, Potential yield of 5.8%, Ideal residential location, Short distance to Grand Canal Dock",2018
"Ashton Lodge Kilgobbin Road Sandyford Dublin 18, Sandyford, Dublin 18, D18V1H5",1750000,5,3,Semi-D,sandyford-dublin,Dublin,"Bright, spacious and cleverly designed accommodation 295sq.m (3,175sq.ft ), Creatively upgraded and extended; a unique home dating from c. 1780 with original features retained enhanced with architectural salvage features throu, Fitted, decorated and presented with great creative flair and taste- absolutely walk into, Gas fired central heating with underfloor heating downstairs- recently replaced Vokera boiler, Grundfos manifold, pump, water cylinder and zoned therm, Teak hardwood double glazed windows; internal windows with limestone reveals, beams and brickwork, Fitted kitchen with large Belfast sink, Stanley oil fired cooker with ornate brick archway, integrated Neff appliances and breakfast bar, Bathrooms with antique cast iron bath, antique brass sanitaryware and original antique cast iron cisterns, Stunning landscaped gardens on c. 0.18 acre with coveted south westerly facing rear garden, 4 minute walk to Glencairn LUAS stop, M50 and local shops on doorstep, Sandyford Business Park, Dundrum Town Centre and Carrickmines Retail Park close",0
"15 The Sidings, Laytown, A92PF80",295000,3,3,Apartment,laytown-meath,Meath,"Large 130 sq mtr ground floor corner apartment, Beside Laytown Train Station and Beaches, 3 Double bedrooms 2 ensuite, Ample private outdoor space, Secure Parking, B3 Rated, featured",0
"4 Artillery Place, Newbridge, Co. Kildare, W12V652",255000,2,1,Terrace,newbridge-kildare,Kildare,"Oil Central Heating, Newly fitted windows & doors, Tasteful decor throughout, High level of insulation, Many original features retained, Rear enclosed back garden, Feature Patio & Lawn",0
"Corboley, Barna, Barna, Co. Galway, H91FCD8",750000,5,5,Detached,barna-galway,Galway,,1997
"Gortaganny, Loughglynn, Co. Roscommon, F45R832",350000,4,3,Detached,loughglynn-roscommon,Roscommon,"Eircode F45 R832, Large mature site 0.75 acres, with established flower beds, Countryside location, Spacious living and sleeping accommodation, Open plan kitchen, living and dining area with separate utility room, Air to water heating system, En-suite off master bedroom, Short drive of Castlerea, Ballyhaunis, Claremorris, Ireland West Airport and Knock Shrine, Viewing comes highly recommended, Exceptional value",2002
"Hillery Cade, Coolcotts Lane, Wexford Town, Co. Wexford, Y35V0A3",1100000,6,4,Detached,wexford-town-wexford,Wexford,"6 bed home in superb condition, Approx. 0.69 hectares / 1.7 acres, Approx. 401 sq m / 4,316 sq ft, Short distance to M11, Edge of town location",1996
"28 Cnoc Na Rí, Strandhill, Co. Sligo, F91HF7P",469000,4,4,Semi-D,strandhill-sligo,Sligo,,2018
"4 Woodbine Avenue, Caherdavin, Co. Limerick, V94TDE4",310000,3,2,Semi-D,caherdavin-limerick,Limerick,"**UNDER OFFER. IF YOU HAVE A SIMILAR PROPERTY PLEASE CONTACT US TO ARRANGE A FREE MARKET APPRAISAL**, Popular residential location , Excellent position at the top of a quiet cul de sac , Property overlooks a green area to the front , Large rear garden with block built storage shed , Walking distance to local primary schools, shops and church , Easy access to shannon industrial estate and shannon airport, Low maintenance cobble lock front driveway , Superb standard of finish throughout , Potential to incorporate a 4th bedroom on ground floor should the need arise",1970
"Greaghlough, Mullagh, Co. Cavan, A82X2FV",425000,3,3,Detached,mullagh-cavan,Cavan,,0
"Model Village, Dripsey, P12X977",330000,3,1,Bungalow,cork-city,Cork,"Freehold title. Folio No: CK9674F, Heating: Oil Fired Central Heating. PVC Fascia & soffit. PVC double glazed windows., Services: Mains water, electricity &Sewerage system. Private Refuse collection., Situated within walking distance of The Dripsey/Coachford-Cork Bus Route, No.233., Within easy commuting distance to Cork City, Ballincollig and Macroom., Dripsey National School, Inniscarra Sailing & Kayaking Club & the beautiful Inniscarra Lake walkway are all local amenities, with Ballincollig Regiona",1978
"Rinuccini Court, Rinuccini, Dublin Road, Kilminchy, Co. Laois, R32KW13",192000,2,2,Apartment,kilminchy-laois,Laois,"Beautifully Refurbished 2 Bed Apartments, Ground, First and Second floor apartments available., Bus to Dublin from outside the estate every hour 24/7, 1 Minute to M7, Supermaket, shops, pub, cafe, chemist & Centra garage just a minutes walk., Take the 360 tour to see what we mean by refurbished., Excellent rail links from Portlaoise to Dublin., From €192000",0
"Hillside, P25HP82",1200000,0,0,Site,aghada-cork,Cork,"5 acre site, Excellent Location, Development Potential (Subject to PP), Zoned Medium Density C (5-20 units/ha)",0
"16 Cedar Mews, Coolfadda, Bandon, Co. Cork, P72X953",320000,3,2,"End of Terrace",bandon-cork,Cork,"BER rating A3, Double glazed windows , Radiator heating , Luxury kitchen , Tiled bathrooms, Landscaped gardens ",0
"Ballyellis, Mallow, Mallow, Co. Cork, P51TH6W",425000,3,2,Bungalow,mallow-cork,Cork,,0
"Grangemeade, 47 Grange Park Road, Waterford City, Co. Waterford, X91YPT7",595000,5,2,Detached,waterford-city,Waterford,"Handsome detached family home on a corner site , Walking distance of the city centre and numerous primary and secondary schools, uPVC double glazed windows, Zoned oil fired central heating, Three reception rooms, Kitchen, Four double bedrooms, Home Office / 5th Bedroom, Bathroom & shower room, Surrounding gardens with detached garage",1950
"7 Muileann Close, Kinsealy, Co. Dublin, K67T1X9",575000,4,3,"End of Terrace",kinsealy-dublin,Dublin,"Built in 2017 A3 Rated, South-west rear garden, Rear garden with patio   , Utility room  , Master en-suite, Walk-in-wardrobe, Fitted wardrobes throughout   , Walk in wardrobe  , Overlooking green space, Alarm",2017
"Oakfield Lodge, Blessington Road, Naas, Co. Kildare, W91CV9Y",950000,4,5,Detached,naas-kildare,Kildare,"4 Spacious bedrooms, 3 en-suites, Original Coach House Features, Modern Amenities, PVC Fascia & Soffits, Alarm, C. 140 years old, Ideal location on the outskirts of Naas with all amenities within walking distance, BER: C3, Manicured C. 0.6 Acre Gardens",0
"25 Main Street, Bailieborough, Co. Cavan, A82K3V6",450000,3,3,Terrace,bailieborough-cavan,Cavan,,0
"River Run Lodge, Glann Road, Oughterard, Co. Galway, H91W83H",985000,7,8,Detached,oughterard-galway,Galway,,1997
"16 The Haven, Mullinabro Woods, Ferrybank, X91NYP4",495000,4,3,Detached,N/A,N/A,"Detached residence circa 155 sq metres to include 4 bedrooms, 3 bathrooms , 3 living rooms, Situated in a mature residential development on the outskirts of Waterford city, Adjacent to important transport corridors -M9 to Dublin, N25 to Cork, and second river crossing, Just a couple of minutes drive from the urban village of Ferrybank with excellent amenities, Situated in a quiet cul de sac ,the property enjoys beautiful private gardens and off street parking",2004
"Carhoo, Kilcully, Kilcully, Co. Cork, T23FX43",175000,0,0,Site,kilcully-cork,Cork,"Great Location, Close to Blackpool Shopping and Commercial area's, Attractive Site, Mains Water , Subject to Planning, Close to Cork City, N.20, Blarney and Apple",0
"Willow Hill, Newtown, Naas, Co. Kildare",745000,4,2,Detached,naas-kildare,Kildare,,0
"Larkfield, Balure Lane, Church Road, Killiney, Co. Dublin, A96E928",1700000,4,3,Detached,killiney-dublin,Dublin,"Exceptional c. 1860s built family home, Approx. 1 acre site of mature gardens, trees & lawns, Oil fired central heating system, Gazebo garden house, External storage sheds & outhouses, Elegantly proportioned accommodation, Quiet, laneway location, Luas green line | 2km, Local Tesco & shops | 1km, Killiney Beach & Dart | 2km",1905
"Violet Cottage, Violet Cottage, Behy, Ballyshannon, Co. Donegal, F94N2C2",295000,2,2,Detached,ballyshannon-donegal,Donegal,"Mains water and electricity, Triple Glazed windows, New combi oil burner, Septic tank in adjoining land but with legal right of access, New drains installed, 1990 Rear extension, with upgraded kingspan insulation installed in the cavity, New wool insulation in the attic space, Attic storage for suitcases., Air circulation installed in the attic and vents to the bedrooms and bathroom, Saorview TV installed",0
"Barnahalla, Ballaghaderreen, Fairymount, Co. Roscommon, F45DC94",85000,3,1,Bungalow,fairymount-roscommon,Roscommon,,0
"Somerville Lodge, Balrath, Navan, Co. Meath, C15V3K5",800000,4,3,Detached,navan-meath,Meath,"Unique opportunity to acquire a charming  residence new to the market property.                                                                       , Water softener & bio treatment units installed., Two stables., Fibre broadband., Extensive, well curated living space throughout.                                                                                                      , Private tennis court. , Two door attached garage. , Originally built 1780 - 1790 period.",0
"11 Elm Park, Claremorris, Claremorris, Co. Mayo, F12N2D5",175000,2,2,Apartment,claremorris-mayo,Mayo,"Sought-after area of Claremorris , Close to all amenities , Ground floor apartment , Pvc windows and hardwood front door , Viewing advised ",2007
"2 Belgrave Place, Monkstown, Co. Cork, T12WKW2",850000,4,2,Terrace,monkstown-cork,Cork,"Beautifully appointed accommodation with many original features., South-facing to the front & light filled., Hot tub in rear garden., Access to rear through gated side passage.",0
"Tearmann, 9 Victoria Road, Dalkey, Co. Dublin, A96RX83",1950000,4,3,Semi-D,dalkey-dublin,Dublin,,0
"Umerafad, Creeslough, Dunfanaghy, Co. Donegal, F92WN53",455000,4,4,Detached,dunfanaghy-donegal,Donegal,"Ground source heat pump underfloor heating system., Luxurious, stone inspired flooring with a resin finish., Fully tarmacadam driveway., Area for detached garage., Generous living space., Countryside setting., Modern design with sleek and stylish finish., 0.37 Ha (0.91 Acres) approx., PVC double glazed window frames., Septic tank",2002
"20a Mountpleasant Avenue Lower, Ranelagh, Dublin 6, D06WP82",1595000,4,0,"End of Terrace",ranelagh-dublin,Dublin,,2020
"Netherseal, Galbally, Ballyhogue, Co. Wexford, Y21H704",450000,4,4,Detached,ballyhogue-wexford,Wexford,,1983
"36 Camberley Oaks, Churchtown, Churchtown, Dublin 14, D14Y9T8",650000,3,1,Semi-D,churchtown-dublin,Dublin,"Generous off street parking , West backing rear garden., Excellent location and within walking distance of the 14 Bus route and LUAS, Recently re-decorated with new carpets on stairs landing and bedrooms.  , Potential to include Guest W.C., Timber double glazed windows , Floor Area:  90 sq. m (970 sq. ft.)  approx. , GFCH ",1994
"Sessuegilroy, Masshill, Tubbercurry, Co. Sligo, F91YDE2",350000,3,2,Detached,tubbercurry-sligo,Sligo,,1998
"Ard Na Mara, Islington Avenue, Sandycove, Co. Dublin, A96Y6Y0",1100000,3,3,Detached,sandycove-dublin,Dublin,"Fantastic coastal location, Adjacent to Glasthule DART, Minutes from the Seafront",2014
"Apartment 38 , Camden Wharf, Cork City Centre, T23N409",395000,2,2,Apartment,N/A,N/A,"Year of Construction: 2004, South Facing Apartment",2004
"10 Rockbarton Road, Salthill, Co. Galway, H91X6XC",695000,4,1,Detached,salthill-galway,Galway,"Oil Fired Central Heating, Timber Windows",1954
"Tobercrossaun, Headford, Co. Galway, H91F1PX",700000,4,2,Detached,headford-galway,Galway,"Rural location yet close to services, Beautiful views from the rear of the house, Landscaped gardens, Detached garage, Fantastic condition throughout",2008
"46 Cairnsfort, Golf Links Road, Castletroy, Co. Limerick, V9411C2",400000,4,3,Semi-D,castletroy-limerick,Limerick,"Gas Fired Central Heating, Double glazed UPVC windows, Established and limited development of quality homes, Ideal home for first time buyers right sizers or investors, Good local public transport system and cycle lanes, Stunning south facing walled in rear garden, Cobbled driveway overlooking green area with good off street parking, Side gate access, Security alarm, Viewing is a must",0
"Trewithen Lodge, Bonnettstown, Kilkenny, Co. Kilkenny, R95T9C3",995000,5,4,Detached,kilkenny-kilkenny,Kilkenny,"Fine detached home, Presented in excellent condition, Set on around 5.5 acres, Sought after location, Short drive to Kilkenny city",0
"Aigleolin House, Pollerton Big, Carlow, Carlow Town, Co. Carlow, R93Y5F2",450000,5,3,Detached,carlow-town-carlow,Carlow,"Block built home, Gas fired central heating, Double glazing throughout, Town location, Mains Services, Fibre Broadband, Extensive off-street parking, Adjacent to all major road networks, Superior fixtures &amp; fittings",2004
"Glassagh Upper, Brinlack, Brinlack, Co. Donegal, F92NE67",0,5,3,Detached,brinlack-donegal,Donegal,,2008
"2 Riverwood Copse, Castleknock, Dublin 15, D15X2H3",639000,4,3,Semi-D,castleknock-dublin,Dublin,"Superb south facing four bed family home C 1475 Sq Ft, Recently upgraded and in showroom condition with many extras included in sale., Large living room with wooden floor and feature fireplace., Separate dining room with wooden floor., Large sunroom with wooden floor, Newly fitted Designer kitchen with porcelain tiled floor and splashback., Four large bedrooms with master en-suite, Newly fitted family bathroom fully tiled with bath and electric shower over., South facing back garden fully landscaped with two storage sheds., Prime residential location on mature cul de sac overlooking large green with play area.",1999
"59 South Circular Road, Dublin 8, D08Y95H",650000,5,5,Terrace,dublin-8-dublin,Dublin,"Potential rental income post refurbish '¬90,000, Prime Location, Pre 63, Fantastic Investment Oppurtunity",0
"Riverview, Ardfinnan, Co. Tipperary, E91F634",355000,4,2,Detached,ardfinnan-tipperary,Tipperary,"Panoramic views of the countyryside, 5 minutes walk from the village,  Large Sitting Room & Charming Conservatory with outside decking area, Spacious layout throughout, Generously Sized Bedrooms & Family Bathroom, Versatile Basement with separate entrance, Sprawling Attic fully floored with windows ideal for conversion, Wheelchair accessible throughout, Mature gardens, sheds and ample parking, Office/Gym/Air bnb income potential",0
"Apartment 41 , Joyce House East, Viking Harbour Apartments, Dublin 8, D08KX83",285000,1,1,Apartment,dublin-8-dublin,Dublin,"Turnkey condition & decor, Electric Central Heating, Internal Courtyard, Parking Space",1997
"The Gables, Oaklands Drive, Rathgar, Dublin 6, D06W0H6",3450000,7,5,Detached,rathgar-dublin,Dublin,"Detached Mews / garage to the rear  - 100 sqm (1,076 sqft) of additional space, Beautifully presented and meticulously maintained accommodation throughout , Private and secluded low maintenance gardens and grounds of approximately 0.20acres which are not overlooked, 5 Reception rooms at ground floor & large Family room on third floor, Wonderfully elegant interconnecting rooms at ground floor ideal for entertaining , 6 double bedrooms and 1 generous Single, Ample off-street parking behind electronically operated security gates, External CCTV and sophisticated monitored alarm system, Wonderful south and westerly aspects , Immediately adjacent to Rathgar village",1991
"Millview Cross, Kanturk, Greenfield, Co. Cork, P51YT2C",0,4,2,Detached,greenfield-cork,Cork,,0
"236 Blarney Street, Shanakiel, Co. Cork, T23V4A6",245000,2,1,Terrace,shanakiel-cork,Cork,"Recently extended, refurbished and modernised to a high standard. , Conveniently located at the top of Blarney Street, Elevated garden at rear with panoramic views, Ready for immediate occupation, C2 Ber Rating, Very deceptive property and must be seen to appreciate it.",0
"Ballyvackey, Clonakilty, Clonakilty, Co. Cork, P85TX40",495000,5,3,Detached,clonakilty-cork,Cork,,2005
"Ellesmere, College Road, Glasheen, Co. Cork, T12RDH6",950000,5,1,Detached,glasheen-cork,Cork,"Located directly opposite the Bons Secours Hospital , Close to UCC, Walking distance of Cork City Centre. , Very Private mature gardens at rear. , Very desirable location. ",0
"Calliaghstown Cottage, Calliaghstown Lower, Rathcoole, Co. Dublin, D24HT72",800000,4,2,Detached,rathcoole-dublin,Dublin,"Idyllic country setting, Large garage / workshop, Potential for further conversion (S.P.P.), Presented in superb order, Just a few minutes to Rathcoole and the N7",0
"Lisnanagh, Edgeworthstown, Co. Longford, N39A4W0",400000,4,2,Detached,edgeworthstown-longford,Longford,,0
"50 Blenheim Heights, Waterford, Knockboy, Co. Waterford, X91N6D2",0,4,2,Detached,knockboy-waterford,Waterford,"Superb River Views, Possibility of second dwelling subject to planning, Large corner site, Separate entrance to rear of site, South West Facing",1972
"17 Foxfield, Castlebar, Co. Mayo, F23R257",395000,5,3,Detached,castlebar-mayo,Mayo,,2000
"Rose Cottage, Carrowneden, Swinford, Co. Mayo, F12DE92",425000,4,3,Detached,swinford-mayo,Mayo,"Beautifully renovated and extended cottage, High spec finishes throughout, About 4 acres, Private site, Convenient to Knock Airport",0
"REFLECTIONS, 149 Emmet Road, Dublin 8, D08PR94",525000,3,3,Apartment,dublin-8-dublin,Dublin,"Potential rental income post refurbish '¬88,000, Large retail unit with basement, Large two bedroom Apartment , Large studio apartment  , Large storage area to rear access to rear, Retail fully fitted out refurbished in recent, Secure Electric Shutter, Double Fronted",0
"Apartment 32, Avenue Grove, Gorey, Co. Wexford, Y25W678",395000,2,2,Apartment,gorey-wexford,Wexford,"DRAMATIC 360 DEGREE VIEWS FROM C. 142 SQ.M. ROOF TERRACE, FRENCH DOORS ACCESS TO TERRACE FROM LIVING AREA AND MASTER BEDROOM AND OUTDOOR SAUNA, ELECTRONICALLY CONTROLLED BLINDS IN LIVING AREA  AND HOME CINEMA , HARDWOOD FLOORING THROUGHOUT LIVING AREAS , ACCESS VIA LIFT AND STAIRWAY, SECURE UNDERGROUND CAR PARKING, WALKING DISTANCE, SHOPPING CENTRE, TOWN CENTRE AND COMMUTER RAIL STATION",0
"21 Blessington Street, Dublin 7, North Circular Road, Dublin 7, D07V5W9",880000,6,3,Terrace,north-circular-road-dublin,Dublin,,0
"6 Clog Na Léinn, Collinstown, Co. Westmeath, N91XT7W",540000,4,3,Detached,collinstown-westmeath,Westmeath,,0
"Kiltegan, Baltinglass, Talbotstown, Co. Wicklow, W91X4A7",180000,2,1,Semi-D,talbotstown-wicklow,Wicklow,"•	Central Location.    •	Large Site.   •	Huge potential., Large Site., Huge potential.",0
"Lislary, Ballinfull, Co. Sligo, F91X2K5",950000,3,4,Detached,ballinfull-sligo,Sligo,"Nestled on the Wild Atlantic Way, Conveniently situated close to Grange and Cliffony, Panoramic sea views, Wonderful gardens, Idyllic country setting",2009
"Devlis, Ballyhaunis, Co. Mayo, F35TX92",360000,4,4,Detached,ballyhaunis-mayo,Mayo,"Located in a prime residential area, Convenient to all Ballyhaunis Town amenities, Spacious Accommodation, Warm and tastefully decorated throughout, Garden area to front and back , Within 5 minute drive of primary and secondary Schools, Ideal Family home",1996
"Castlewarren Creamery, Castlewarren, Co. Kilkenny, R95XW71",120000,0,0,Site,castlewarren-kilkenny,Kilkenny,"UNIQUE DEVELOPMENT OPPORTUNITY, LOCATED 8KM FROM KILKENNY CITY, OPPORTUNITY AS A WORKSHOP / STUDIO / CONVERT INTO RESIDENTIAL SUBJECT TO PP, CREAMERY BUILDING & ADJOINING OUTBUILDINGS , LARGE YARD",0
"Moy Road, Kinvara, Co. Galway, H91V3P4",645000,6,5,Detached,kinvara-galway,Galway,"Spacious detached residence offering six/seven bedrooms in all with two number ensuite, Sitting room and seperate living room, Standing on a spacious site area of c. 1.37 acres (0.5544 hectares) with fenced paddocks , Two steel tech type sheds fitted out as kennells, Close to the very scenic town of Kinvara and Kinvara GAA grounds while the Burren is just a short dirve away, Joule solar system for water supply, Built c.2002, Composite front door , Solid fuel stove with back boiler, Two number patio areas, polytunnel and pond",2002
"Carrigeen, Kilkenny, Co. Kilkenny, R95EK18",795000,4,3,Detached,kilkenny-kilkenny,Kilkenny,"This outstanding country residence spans approximately 3,300 square feet, with a garage attached that can seamlessly be integrated into the main ho, Positioned on a charming plot of 0.86 acres, offering breathtaking views of the picturesque countryside, The property is accessed via a stunning Leintrim sand stone facade,  and electric gates leading to a tarmac driveway, surrounded by landscaped gardens, Constructed just 8 years ago, this property boasts modern amenities and has been impeccably finished to a high standard both internally and external, A-Rated Smart Home – BER is A2  (Ber No 115496614) , Solar Panels, Under Floor heating on both ground and first floors,  •	Air to Water Heating, Private well and septic tank on site, Both primary and secondary school buses pass by the entrance.  Choice of primary schools – Johnswell / Muckalee., Only 8  minutes drive to Kilkenny City Centre., Broadband – Vodafone fiberoptic",2016
"29 Monaleen Heights, Castletroy, Monaleen, Co. Limerick, V94P76R",525000,5,5,Detached,monaleen-limerick,Limerick,"Super Location, In excellent Condition, Spacious, extended property, Own door apartment, Very Private",1979
"7 The Mews, Ailesbury Road, Dublin 4, Donnybrook, Dublin 4, D04W1X9",2200000,4,2,Detached,donnybrook-dublin,Dublin,"Ground Source Heat pump , Excellent location , Sunny private garden, Secure off street parking with electric gates ",0
"24 Dundela Park, Sandycove, Co. Dublin, A96E7C7",1250000,4,1,Semi-D,sandycove-dublin,Dublin,"•	Highly desirable location close to Sandycove, the 40 Foot, Glasthule and Dalkey Villages",1949
"Meadow Springs, Ennis Road, Co. Limerick, V94RPA8",0,4,4,Apartment,ennis-road-limerick,Limerick,,0
"163 The Links Cottages, Doonbeg, Kilrush, Co. Clare, V15VX68",975000,4,4,Semi-D,kilrush-clare,Clare,"Excellent Location, Quality Construction, 5 Star Amenites, Walk in Rain Showers, En-Suite Bedrooms, 24 Hour Security",2006
"Knocknagoun, Rylane, Co. Cork, P32A038",195000,3,1,Detached,rylane-cork,Cork,"TRADITIONAL EXTENDED FARMHOUSE, GENEROUS SOUTH FACING SITE, IN THE HEART OF RYLANE VILLAGE, c. 0.5 ACRE SITE, OPTION TO PURCHASE ADDITIONAL LAND",1930
"Marian House, 16 College Road, Ennis, Co. Clare, V95W80K",1100000,5,4,Detached,ennis-clare,Clare,"One of the finest homes in the South West, Mechanical ventilation, Smart Home Integration, Fully landscaped garden both front and rear, Extensive rear lighting and electrical sockets",2006
"Annagh, Belturbet, Cloverhill, Co. Cavan, H14V602",0,2,1,Semi-D,cloverhill-cavan,Cavan,,0
"Spaddagh, Ballyhaunis, Ballyhaunis, Co. Mayo, F35NY70",345000,4,3,Bungalow,ballyhaunis-mayo,Mayo,"Eircode F35 NY70, Countryside location open views, Garden office, Garage and storage shed, Bespoke home with modern extension, Turn key property, Spacious living and sleeping accommodation, Short drive to Ballyhaunis, Knock, Ballaghaderreen, Castlerea, Viewing is a must, Exceptional value",2006
"Woodville House, Moyfeigher, Ballivor, Co. Meath, C15E379",695000,5,2,Detached,ballivor-meath,Meath,"Stunning period home on c.1.13 acres, Peaceful surroundings , Close to Trim & Ballivor , Easy access to Dublin via M4 & M3, Oil Fired central heating , Retains many original features throughout, Outbuilding / Storage Sheds, South Facing Garden , Turnkey property",0
"Ardnahoe, Dunhill, Co. Waterford, X91C660",275000,3,2,Detached,dunhill-waterford,Waterford,"Excellent value 3 bedroom house on a scenic circa 1.2 acre site., Stunning overland views towards the Comeragh Mountains., Stunning natural amenities such as The Anne Valley and The Copper Coast located nearby., 15 mins to both Tramore and Waterford City by car., Schools nearby., Viewing highly recommended.",0
"Auskurra, Dunmore East, Co. Waterford, X91X0C9",550000,4,2,Detached,dunmore-east-waterford,Waterford,"uPVC double glazed windows, C1 BER rating, Oil heating with newly fitted oil burner, c. 1.28 acres, c.1.5kms to Dunmore East, Detached stables",1995
"Goulanes, Bantry, Co Cork, P75AH04",369000,4,2,Detached,kealkill-cork,Cork,,2004
"69 The Fairways, Monaleen, Co. Limerick, V94T88E",585000,4,3,Detached,monaleen-limerick,Limerick,,1993
"114 Carrigweir, Weir Road, Tuam, Co. Galway, H54CD86",370000,4,4,Detached,tuam-galway,Galway,"Superior Detached 4 Bedroom Residnece, Highly Energy Efficient, Handsomely Upgraded, 3 Floors of Accommodation , Cul de Sac Location, Overlooking Large Green, One Minute to the Motorway, 30 Minutes to Galway City, Walking Distance to Tuam Town Centre, HIgh Speed Broadband Available ",2006
"117 Larganreagh Cottages, Downings, Co. Donegal, F92P9W8",275000,4,2,Semi-D,downings-donegal,Donegal,"4-Bedroom Semi-Detached For Sale in Downings, A2 Energy Rating, Beautiful Sea Views/2 mins walk to village, Air to Water Heating with Solar Panels, Overlooking Downings Beach & Village, Close to Rosapenna Golf Complex, Close to Harbour Bar/Downings Bay/Beach Hotel, Magherabeg Leisure Centre/Kidz Kingdom close by, Golf Driving Range & Pitch & Putt nesrby, On Wild Atlantic Way",1973
"12 Rochelle Lawn, Old Blackrock Road, Cork City Centre, T12Y429",295000,2,2,Apartment,N/A,N/A,"Generously sized 2 bed apartment, Master Bedroom En-suite , Located only a short distance from the city centre, Secure parking space, Beautiful landscaped communal gardens, Secure Gated Development, Exterior private patio area to the back/maintenance free private area to the front, Gas Radiator Central Heating , Property qualifies for green mortgage , BER B2",2005
"Lahana, Drimoleague, Drimoleague, Co. Cork, P47R883",0,4,1,Bungalow,drimoleague-cork,Cork,"Bungalow style residence., Lovely countryside location within a short commuting distance from Drimoleague.  Skibbereen, Dunmanway and Bantry., Countryside views., Private deep bore well for water supply. , Septic tank drainage. , uPVC windows and doors., The property stands on 0.350 acre of ground. , The property adjoins a minor public road., Large size domestic garage attached on to the house with access from the house itself., Private parking.",1978
"Bela Vista, Kilnameela, Clonakilty, Co. Cork, P47D791",475000,4,4,Detached,clonakilty-cork,Cork,"Four bedroom detached house on 1.18 acres, Located close to Clonakilty, Bandon, Ahiohill, Enniskeane, Cork, Bedroom ensuite on the ground floor, Cork 35km , Large garden , School bus passing just 50m from the property for primary and secondary schools",2004
"Sans Souci, Douglas Road, Douglas, Co. Cork, T12E9X9",2200000,5,3,Detached,douglas-cork,Cork,"3,000 sq. ft. of bespoke designed living space offering 5 bedrooms, A2 Energy rating, Underfloor heating throughout, heat recovery system, Mature gardens, Extensive patios, Cabled for roof solar and home electric rapid car charge., Fiber broadband",1929
"Ballaghbawn, Barnbawn Road, Glenealy, Co. Wicklow, A67HD91",395000,2,1,Detached,glenealy-wicklow,Wicklow,"A charming property with enormous character and endless potential., Delightful 2 bedroom detached home in excellent condition., Located on the outskirts of the picturesque village of Glenealy., Lovely mature and elevated site of c. 0.25 acres of beautiful gardens., Eligible for vacant property grant of up to €50,000. (TBC), Located less than forty minutes from South Dublin and approx 1 hour from Dublin Airport,  A short drive from Glenealy Village and all local amenities.",1951
"107 Ratoath Road, Cabra, Dublin 7, D07P1H2",525000,4,3,Terrace,dublin-7-dublin,Dublin,"Green Rated, Double extension, Off - Street Parking",0
"Lahern Lodge, Lahern, Baltimore, Co. Cork, P81EW65",595000,5,4,Detached,baltimore-cork,Cork,,1989
"19 Lansdowne Park, Ennis Road, Co. Limerick, V94W7VK",380000,3,1,Semi-D,ennis-road-limerick,Limerick,,1935
"Oldtown Lodge, Celbridge, Co. Kildare, W23XF7H",680000,3,2,Detached,celbridge-kildare,Kildare,"C. 165 sq. M (c. 1,776 sq. Ft), Site of 0.5 acres, 3 bedrooms, Ample parking, Spacious south facing rear gardens, Rear patio area, PVC double glazed windows, Electric gates, Large block built unit of 38 sq. m to rear suitable for multiple uses, 4 min drive to Celbridge village & 10 min drive from M4 & M7",1910
"Swords Road, Malahide, Malahide, Co. Dublin, K36T882",1700000,0,0,Site,malahide-dublin,Dublin,,0
"Liscromwell, Castlebar, Co. Mayo, F23YX28",550000,5,5,Detached,castlebar-mayo,Mayo,"Substantial 5 bedroom split-level detached residence, located on a elevated site of c.0.4 acres, Located on a private site, in the highly sought after residential location, 3kms from Castlebar, Hollowcore flooring, underfloor heating, LPG combi boiler, insulated attic, Constructed in 1998, comprising of c. 281 sqm, Excellent balance of living and bedroom accommodation, High speed broadband, Large garage on site, 14 no. 7KW solar panel system installed, Presurised water system, Well-appointed unit offers an ideal setup for those looking to run a home business.",1998
"Hadwell Lodge, Aghada, Midleton, Co. Cork, P25EE37",950000,4,4,Detached,midleton-cork,Cork,"Exceptional views of Cork Harbour, Private, gated site with extensive outdoor space, Landscaped gardens, Well proportioned rooms, Large double-height garage with electrics, plumbing and W.C., Aga Cooker",2000
"Lissaclarig East, Ballydehob, Co. Cork, P81NH02",575000,7,2,Detached,ballydehob-cork,Cork,,0
"The Barge Pub And Restaurant, Leitrim Village, Leitrim, Co. Leitrim, N41N264",0,5,8,Detached,leitrim-leitrim,Leitrim,"Well established seven day licensed bar & restaurant, Exceptionally large beer garden, Residential accommodation on the first floor, Located in the heart of  the picturesque Riverside Leitrim Village",0
